dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,location,lat,lon,crm_cd_2,cross_street
200105264,2020-01-19,2020-01-19,0100,01,Central,0143,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0429 1822 1234,30,F,H,207,BAR/COCKTAIL/NIGHTCLUB,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,400 S  SPRING                       ST,34.0488,-118.25,,
200105265,2020-01-19,2020-01-18,2330,01,Central,0135,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0447 1822 0329 1234,57,M,H,207,BAR/COCKTAIL/NIGHTCLUB,302,BLUNT INSTRUMENT,IC,Invest Cont,230,200 S  MAIN                         ST,34.051,-118.2445,,
200105266,2020-01-19,2020-01-18,2330,01,Central,0135,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0447 1822 1234,38,F,H,207,BAR/COCKTAIL/NIGHTCLUB,302,BLUNT INSTRUMENT,IC,Invest Cont,230,200 S  MAIN                         ST,34.051,-118.2445,,
200105267,2020-01-18,2020-01-18,0800,01,Central,0132,2,624,BATTERY - SIMPLE ASSAULT,2050 2052 2047 0444 0429 1822 0910 1218 1202,63,M,B,901,MTA - RED LINE - CIVIC CENTER/GRAND PARK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,100 S  HILL                         ST,34.0547,-118.2505,,
200105268,2020-01-19,2020-01-18,1930,01,Central,0138,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1822 0377,25,F,H,101,STREET,,,IC,Invest Cont,420,CENTRAL,34.0461,-118.2395,,2ND                          ST
200105269,2020-01-19,2020-01-18,1500,01,Central,0111,1,480,BIKE - STOLEN,0344 1822 1259,14,M,W,102,SIDEWALK,,,IC,Invest Cont,480,600 N  SPRING                       ST,34.0582,-118.2387,,
200105270,2020-01-19,2020-01-18,1500,01,Central,0111,1,480,BIKE - STOLEN,0344 1258 1822,12,M,H,102,SIDEWALK,,,IC,Invest Cont,480,600 N  SPRING                       ST,34.0582,-118.2387,,
200105271,2020-01-19,2020-01-18,2354,01,Central,0171,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822,0,M,W,102,SIDEWALK,,,IC,Invest Cont,442,900 W  OLYMPIC                      BL,34.0454,-118.2657,,
200105273,2020-01-19,2020-01-16,1330,01,Central,0119,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0910 1202 1268,65,M,H,966,MTA - GOLD LINE - UNION STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,800 N  ALAMEDA                      ST,34.0563,-118.2374,,
200105275,2020-01-19,2020-01-17,1145,01,Central,0154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 0429 1814 1218 0329 1414 2004,46,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,500 S  LOS ANGELES                  ST,34.046,-118.2493,,
200105276,2020-01-19,2020-01-18,1300,01,Central,0154,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2004 1814,46,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,740,500 S  LOS ANGELES                  ST,34.046,-118.2493,,
200105277,2020-01-19,2020-01-18,1440,01,Central,0158,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0913 1202 1300,64,M,W,101,STREET,,,IC,Invest Cont,420,CERES,34.038,-118.243,,7TH
200105278,2020-01-19,2020-01-09,0100,01,Central,0185,1,330,BURGLARY FROM VEHICLE,1307 1822 0345 1414 0329,0,M,O,108,PARKING LOT,,,IC,Invest Cont,330,1000    SANTEE                       ST,34.0389,-118.255,,
200105280,2020-01-19,2020-01-18,2015,01,Central,0152,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,0,M,W,738,LIBRARY,,,IC,Invest Cont,745,600 W  5TH                          ST,34.0502,-118.254,,
200105281,2020-01-18,2020-01-18,0300,01,Central,0164,1,350,"THEFT, PERSON",0344 0345,23,F,O,102,SIDEWALK,,,IC,Invest Cont,350,7TH,34.0445,-118.2523,,SPRING
200105282,2020-01-19,2020-01-19,0735,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,1202 0416 0400 1218 1414,60,M,A,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,600 S  SAN PEDRO                    ST,34.0421,-118.2469,,
200109827,2020-03-29,2020-03-27,1105,01,Central,0174,1,330,BURGLARY FROM VEHICLE,1202 1822 1300 0344,63,M,W,218,BEAUTY/BARBER SHOP,,,IC,Invest Cont,330,8TH,34.0423,-118.2527,,MAIN                         ST
200105283,2020-01-19,2020-01-18,1945,01,Central,0122,2,624,BATTERY - SIMPLE ASSAULT,0444 1218 1822 1202,66,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,200 N  HILL                         ST,34.0572,-118.2481,,
200105284,2020-01-19,2020-01-18,1800,01,Central,0152,1,210,ROBBERY,1822 1414 0344 1218,55,M,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,7TH,34.0463,-118.255,,HILL
201212206,2020-05-05,2020-04-30,1500,12,77th Street,1211,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0411 1243 1813 0913 0334 0421 0445 2034 0416,27,F,H,501,SINGLE FAMILY DWELLING,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,236,5300    4TH                          AV,33.9936,-118.3215,,
200105287,2020-01-19,2020-01-19,1120,01,Central,0182,1,330,BURGLARY FROM VEHICLE,1403 1414 1307 0344 0329 0345 0209,20,F,W,101,STREET,,,IC,Invest Cont,330,1100 S  GRAND                        AV,34.0416,-118.262,,
200105288,2020-01-19,2020-01-19,1250,01,Central,0156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0910 0400 1202 2047 1822,76,F,O,801,MTA BUS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,6TH,34.0423,-118.2452,,SAN PEDRO
200105289,2020-01-19,2020-01-16,1700,01,Central,0119,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,400    BAUCHET                      ST,34.0587,-118.233,,
200105290,2020-01-19,2020-01-19,1100,01,Central,0185,2,888,TRESPASSING,2004 1300 1402,38,M,O,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,888,1200    SANTEE                       ST,34.0363,-118.2573,998,
200105291,2020-01-19,2020-01-18,1800,01,Central,0185,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329,38,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,1200    SANTEE                       ST,34.0363,-118.2573,,
200105293,2020-01-19,2020-01-19,1150,01,Central,0118,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032 1822 0377,47,F,A,203,OTHER BUSINESS,,,IC,Invest Cont,341,1100 N  MAIN                         ST,34.0631,-118.2337,,
200105294,2020-01-19,2020-01-19,1200,01,Central,0105,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344 0910,60,M,O,124,BUS STOP,,,IC,Invest Cont,440,SOLANO,34.071,-118.2302,,BROADWAY
200105296,2020-01-19,2020-01-19,1140,01,Central,0119,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2021 0910 1218 0346 1822,51,F,H,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,341,800 N  ALAMEDA                      ST,34.0563,-118.2374,,
200105297,2020-01-19,2020-01-19,1015,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,1218 0416 1822,60,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,6TH,34.0467,-118.252,,CROCKER
200105302,2020-01-19,2020-01-18,1830,01,Central,0192,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1310,28,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,200 W  WASHINGTON                   BL,34.0363,-118.2672,,
200105303,2020-01-19,2020-01-18,2000,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,23,M,H,406,OTHER STORE,,,IC,Invest Cont,442,700 W  7TH                          ST,34.048,-118.2577,,
200105307,2020-01-19,2020-01-19,1800,01,Central,0155,2,755,BOMB SCARE,0404 1822 2040,24,M,W,726,POLICE FACILITY,501,BOMB THREAT,IC,Invest Cont,755,200 E  6TH                          ST,34.0448,-118.2474,,
200510994,2020-06-25,2020-06-25,0230,05,Harbor,0563,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,14TH                         ST,33.7315,-118.2879,,PACIFIC                      AV
200105309,2020-01-19,2020-01-19,2050,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0445 1822 1402 1414 0345,39,M,W,102,SIDEWALK,215,MACHETE,AA,Adult Arrest,230,7TH,34.0412,-118.2474,998,SAN JULIAN
200105311,2020-01-19,2020-01-19,2050,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0445 1822 1402 0345 1414,33,M,H,102,SIDEWALK,215,MACHETE,AA,Adult Arrest,230,7TH,34.0412,-118.2474,998,SAN JULIAN
200105312,2020-01-19,2020-01-19,1440,01,Central,0139,2,437,RESISTING ARREST,0400,0,M,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,437,2ND,34.0472,-118.2361,,HEWITT
200105313,2020-01-20,2020-01-20,0245,01,Central,0174,1,330,BURGLARY FROM VEHICLE,0344 1307 0329 1609 1822,28,M,B,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,7TH                          ST,34.0445,-118.2523,,SPRING                       ST
200105314,2020-01-20,2020-01-19,2100,01,Central,0143,1,480,BIKE - STOLEN,0344 0397 1822 1259,14,M,H,102,SIDEWALK,,,IC,Invest Cont,480,400 S  BROADWAY,34.0495,-118.2494,,
200516317,2020-11-07,2020-11-07,0800,05,Harbor,0587,2,886,DISTURBING THE PEACE,2021 0361,38,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,886,3200 S  PECK                         AV,33.7147,-118.2916,,
200317339,2020-09-14,2020-09-14,1500,03,Southwest,0393,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 2032,32,M,B,101,STREET,,,IC,Invest Cont,341,LEIMERT                      BL,34.0054,-118.3297,,43RD                         ST
200105317,2020-01-20,2020-01-18,1940,01,Central,0142,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,33,M,H,108,PARKING LOT,,,IC,Invest Cont,745,300 S  HOPE                         ST,34.0537,-118.2523,,
200105318,2020-01-20,2020-01-20,0001,01,Central,0121,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0429 0448 1414,25,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,900 W  TEMPLE                       ST,34.0607,-118.2494,,
200105319,2020-01-20,2020-01-20,0840,01,Central,0148,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218 2004 1822 0319 1414,57,F,W,101,STREET,312,PIPE/METAL PIPE,IC,Invest Cont,230,5TH                          ST,34.0421,-118.2405,,STANFORD
200105321,2020-01-20,2020-01-19,2100,01,Central,0182,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,1200 S  GRAND                        AV,34.0402,-118.2633,,
200105328,2020-01-20,2020-01-19,2300,01,Central,0132,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1251 0448,26,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,3RD                          ST,34.0518,-118.2493,,HILL                         ST
200105333,2020-01-20,2020-01-20,1130,01,Central,0128,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2004 0910,31,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740,ALAMEDA,34.0511,-118.2381,,TEMPLE
200105334,2020-01-20,2020-01-20,0950,01,Central,0111,1,210,ROBBERY,1822 0416 0344 1218 0371 0377 1414,37,M,B,102,SIDEWALK,312,PIPE/METAL PIPE,IC,Invest Cont,210,900 N  HILL                         ST,34.0644,-118.2387,,
200105335,2020-01-20,2020-01-20,1017,01,Central,0162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,33,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,800 S  HOPE                         ST,34.0466,-118.259,,
220705246,2022-02-03,2020-02-11,1200,07,Wilshire,0747,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,57,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,800 S  TREMAINE                     AV,34.0608,-118.3359,,
200914159,2020-08-30,2020-08-30,1420,09,Van Nuys,0906,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400,23,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,7200    KATHERINE                    AV,34.2012,-118.4432,,
211015708,2021-12-16,2020-09-01,1200,10,West Valley,1001,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,7700    CORBIN                       AV,34.2108,-118.5623,,
200105344,2020-01-20,2020-01-20,1600,01,Central,0142,2,624,BATTERY - SIMPLE ASSAULT,0416 0910 1822,33,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,6TH                          ST,34.0519,-118.2531,,HOPE                         ST
200714035,2020-09-20,2020-09-01,0001,07,Wilshire,0715,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300 0385,70,F,W,101,STREET,,,IC,Invest Cont,331,400 N  ALTA VISTA                   BL,34.0783,-118.3474,,
200105347,2020-01-20,2020-01-20,2205,01,Central,0164,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1414 1407 1822 1100,0,X,X,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,753,600 S  SPRING                       ST,34.046,-118.2509,,
211313647,2021-08-02,2020-10-22,0800,13,Newton,1391,2,928,THREATENING PHONE CALLS/LETTERS,0359 0421 1814 0602 0913,27,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AO,Adult Other,928,300 W  70TH                         ST,33.9765,-118.2789,,
201319204,2020-10-28,2020-03-03,1200,13,Newton,1347,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 0913 1258 0558,9,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,4000    MORGAN                       AV,34.0084,-118.2455,860,
200105350,2020-01-20,2020-01-20,0630,01,Central,0159,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,30,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,600    MESQUIT                      ST,34.0384,-118.2294,,
200105351,2020-01-20,2020-01-18,1715,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0429,30,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,500 S  SAN PEDRO                    ST,34.0437,-118.2455,,
200911839,2020-07-02,2020-06-26,1200,09,Van Nuys,0974,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,36,M,W,101,STREET,,,IC,Invest Cont,331,4600    WILLIS                       AV,34.1545,-118.4552,,
200105353,2020-01-20,2020-01-17,1000,01,Central,0101,2,624,BATTERY - SIMPLE ASSAULT,0416 0305 1822,27,M,H,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,700 W  COLLEGE                      ST,34.0661,-118.2435,,
200105354,2020-01-20,2020-01-18,0300,01,Central,0148,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 2060 2034 0344 0377 1822,39,F,B,102,SIDEWALK,,,IC,Invest Cont,440,5TH,34.043,-118.242,,TOWNE
201104052,2020-01-01,2020-01-01,2030,11,Northeast,1105,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2004 1402 1020 1307 0329,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,740,2400    COLORADO                     BL,34.1442,-118.218,998,
200105357,2020-01-21,2020-01-20,1700,01,Central,0119,2,624,BATTERY - SIMPLE ASSAULT,2050 2052 2034 0416 0910 1822,48,F,H,966,MTA - GOLD LINE - UNION STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,800 N  ALAMEDA                      ST,34.0563,-118.2374,,
200105359,2020-01-21,2020-01-20,1610,01,Central,0161,2,860,BATTERY WITH SEXUAL CONTACT,0522 1822 0448,39,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860,FIGUEROA,34.0468,-118.2622,,8TH
200105362,2020-01-21,2020-01-20,2120,01,Central,0162,1,220,ATTEMPTED ROBBERY,0400 1822,31,M,H,403,DRUG STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,800 S  GRAND                        AV,34.0459,-118.2579,,
200105363,2020-01-20,2020-01-19,2200,01,Central,0182,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 1822 0329,34,F,B,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,1200 S  GRAND                        AV,34.0402,-118.2633,,
200105367,2020-01-20,2020-01-15,1230,01,Central,0162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 1221,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,700 W  9TH                          ST,34.0462,-118.2585,,
200105369,2020-01-21,2020-01-20,1510,01,Central,0153,2,946,OTHER MISCELLANEOUS CRIME,0901 0910,0,M,W,902,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,946,500 S  HILL                         ST,34.0488,-118.2518,,
200105370,2020-01-20,2020-01-20,1700,01,Central,0111,1,310,BURGLARY,0344 1606 1822,30,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,800    ALPINE                       ST,34.0637,-118.244,,
200105371,2020-01-21,2020-01-19,1835,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1822,0,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,700 W  7TH                          ST,34.048,-118.2577,,
200105428,2020-01-21,2020-01-21,1500,01,Central,0152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1218 0344 2032,38,M,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440,600 W  5TH                          ST,34.0502,-118.254,,
200105564,2020-01-18,2020-01-17,2300,01,Central,0195,1,330,BURGLARY FROM VEHICLE,1307 0344 0352,21,M,W,101,STREET,,,IC,Invest Cont,330,17TH                         ST,34.0329,-118.2632,,MAIN                         ST
200105373,2020-01-21,2020-01-19,0430,01,Central,0176,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1218 1822 2032,60,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,700 S  LOS ANGELES                  ST,34.0433,-118.2504,,
200105375,2020-01-21,2020-01-21,0300,01,Central,0166,1,210,ROBBERY,2003 1268 2004 2001 0344 2002 0913 1019 0421 1221,58,M,B,101,STREET,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,210,6TH                          ST,34.0428,-118.2461,,SAN JULIAN
200105384,2020-01-13,2020-01-02,1040,01,Central,0119,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0910 0344 2032,36,M,W,810,AMTRAK TRAIN,,,IC,Invest Cont,341,800 N  ALAMEDA                      ST,34.0563,-118.2374,,
200105386,2020-01-20,2020-01-16,1835,01,Central,0119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0910 0344,34,M,W,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,440,800 N  ALAMEDA                      ST,34.0563,-118.2374,,
200105388,2020-01-19,2020-01-18,1915,01,Central,0159,1,330,BURGLARY FROM VEHICLE,1609 0344,48,F,H,101,STREET,,,IC,Invest Cont,330,400    SEATON                       ST,34.0433,-118.2377,,
200105393,2020-01-21,2020-01-20,1900,01,Central,0174,1,330,BURGLARY FROM VEHICLE,1605 1300 1822 0344,27,F,B,101,STREET,,,IC,Invest Cont,330,7TH,34.0433,-118.2504,,LOS ANGELES
201007680,2020-03-18,2020-03-02,2030,10,West Valley,1039,2,624,BATTERY - SIMPLE ASSAULT,0913 0562 0400 0416,34,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,6600    HASKELL                      AV,34.1905,-118.4749,,
221404806,2022-01-19,2020-01-18,1600,14,Pacific,1446,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,WASHINGTON                   PL,34.0022,-118.4255,,INGLEWOOD
200105399,2020-01-21,2020-01-21,1150,01,Central,0133,2,860,BATTERY WITH SEXUAL CONTACT,0400 0305 1822,24,F,A,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860,2ND                          ST,34.0531,-118.2478,,HILL                         ST
200105400,2020-01-21,2020-01-21,1145,01,Central,0133,2,860,BATTERY WITH SEXUAL CONTACT,0416 1822 0500,51,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,4TH                          ST,34.0517,-118.2474,,HILL                         ST
200105401,2020-01-21,2020-01-17,1350,01,Central,0131,2,860,BATTERY WITH SEXUAL CONTACT,0416 1822,27,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860,HILL                         ST,34.0569,-118.254,,2ND                          ST
200105402,2020-01-21,2020-01-21,1220,01,Central,0152,2,860,BATTERY WITH SEXUAL CONTACT,0416 0305 1822,34,F,W,602,BANK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860,700    WILSHIRE                     BL,34.0487,-118.2571,,
200105403,2020-01-21,2020-01-20,2300,01,Central,0152,1,350,"THEFT, PERSON",0400 0344 1822 2004,29,F,B,102,SIDEWALK,,,IC,Invest Cont,350,600 S  GRAND                        AV,34.0488,-118.2553,,
200105404,2020-01-21,2020-01-21,0655,01,Central,0153,1,761,BRANDISH WEAPON,0334 0421 1822,52,M,W,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,600 S  BROADWAY,34.0467,-118.252,,
200105406,2020-01-21,2020-01-21,0950,01,Central,0111,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1402,0,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,753,500 N  BUNKER HILL                  AV,34.0606,-118.2455,998,
200105407,2020-01-21,2020-01-21,1300,01,Central,0119,1,480,BIKE - STOLEN,0344 0910 0397 1602 1822 1414,52,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,800 N  ALAMEDA                      ST,34.0563,-118.2374,,
200105409,2020-01-21,2020-01-21,1410,01,Central,0138,1,210,ROBBERY,0416 2004 1822 1414 0945 1266 0344,37,M,H,101,STREET,306,ROCK/THROWN OBJECT,AA,Adult Arrest,210,WALL                         ST,34.0464,-118.2447,,4TH                          ST
200105413,2020-01-21,2020-01-18,1100,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416 0400 1822 2004 0417,43,F,H,517,MISSIONS/SHELTERS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,500 S  SAN PEDRO                    ST,34.0437,-118.2455,,
200105414,2020-01-21,2020-01-17,1600,01,Central,0111,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,800    BARTLETT                     ST,34.0626,-118.2445,,
200105419,2020-01-21,2020-01-21,1230,01,Central,0191,2,910,KIDNAPPING,0418 1822 1309 0429 1305 1000,31,M,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,910,18TH,34.0354,-118.2714,,FIGUEROA
200105420,2020-01-21,2020-01-21,1420,01,Central,0128,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1822 0344 1606,52,M,B,101,STREET,,,IC,Invest Cont,420,ALAMEDA,34.0472,-118.2381,,2ND
200105422,2020-01-21,2020-01-21,2200,01,Central,0153,1,210,ROBBERY,0377 0420 1822 1218 0305 0344,55,M,A,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,5TH,34.0474,-118.2496,,SPRING
